Richard Stock;22.10.2018 00:00:00;Merge branch 'Logger' into 'master';3b2a539;0;0;0
Richard Stock;23.10.2018 00:00:00;Fixed the issue with MqttClient and tested. Also tested #6 working now fine. Fixed also the issue #9.;19dca61;0;0;0
Richard Stock;22.10.2018 00:00:00;Merge branch 'master' into 'Logger';1f86c65;0;0;0
Richard Stock;22.10.2018 00:00:00;Merge branch 'Logger' into 'master';1c2fab6;0;0;0
Richard Stock;22.10.2018 00:00:00;Fixed the issue with MqttClient and tested. Also tested #6 working now fine. Fixed also the issue #9.;cf4cbec;12;338;71
Richard Stock;22.10.2018 00:00:00;Have some Issues with FileloggerTarget. MqttLoggerTarget should work now #6 not test.;586f941;24;317;213
PeterSigmund12;20.10.2018 00:00:00;create and edit IrdaModule.h and IrdaModule.cpp;09958ae;15;157;291
Richard Stock;19.10.2018 00:00:00;Changed UdpLoogerTarget and SerialLogger and started to implement FileLogge. Also cut out DHT22 from sensor to app with the name ThingWithSensorAndActor.;a1c8c50;46;283;172
PeterSigmund12;18.10.2018 00:00:00;Create IRDevkit Library and create SendIR und ReceiveIR files;d2ed499;9;409;0
Richard Stock;17.10.2018 00:00:00;UdpLogger working now with the new Logger System. #7 works;7c67a90;12;53;17
Richard Stock;17.10.2018 00:00:00;Changed the Logger like Sensor;2806f24;29;362;24
Richard Stock;15.10.2018 00:00:00;Merge problems are resolved;6a71d50;0;0;0
Richard Stock;15.10.2018 00:00:00;Merge between PC and Laptop.;bd06d1c;2;0;2
Richard Stock;15.10.2018 00:00:00;Changed the json for Sensor;2f1431d;11;26;26
